,RMSE,MAE,R²,MAPE,Directional_Accuracy
linear_regression,58.3179273391454,44.909556742488434,0.8340989734977172,1.351345345126996,44.89795918367347
lstm,71.62557976181724,59.048579641977945,0.738510572747351,1.810682253008023,61.702127659574465
prophet,156.5524972101018,109.46243192620855,-0.25338410219403196,3.436107482528477,44.89795918367347
