,RMSE,MAE,R²,MAPE,Directional_Accuracy
linear_regression,21.119373963362705,16.771886534484956,0.1025192306676539,1.1644854826630202,57.14285714285714
lstm,19.585382947990098,15.354063933054604,0.25543273882698114,1.059677060547435,38.297872340425535
prophet,113.89761316227452,107.87093985644964,-25.093370036088242,7.480737372480056,53.06122448979592
