Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-07-31 00:00:00+05:30,3260.0446952400353,3320.36385710225,3256.653256420473,3315.3251953125,2743678,0.0,0.0
2023-08-01 00:00:00+05:30,3309.0754669316248,3352.679682454882,3309.0754669316248,3344.976318359375,1956167,0.0,0.0
2023-08-02 00:00:00+05:30,3328.4067780620353,3339.5015816634523,3307.7191412224374,3333.929931640625,1914899,0.0,0.0
2023-08-03 00:00:00+05:30,3313.9205806036753,3326.7596003969497,3263.5334840564847,3294.492431640625,2026351,0.0,0.0
2023-08-04 00:00:00+05:30,3295.7522211794712,3363.338760665621,3295.7522211794712,3336.740234375,2248493,0.0,0.0
2023-08-07 00:00:00+05:30,3346.817415728949,3379.8113206886096,3334.5113839792657,3375.98388671875,1853889,0.0,0.0
2023-08-08 00:00:00+05:30,3375.983695699196,3381.700598108625,3349.385172054233,3362.950927734375,1634225,0.0,0.0
2023-08-09 00:00:00+05:30,3357.427758564071,3359.4627166770083,3318.813943406649,3355.102294921875,1794589,0.0,0.0
2023-08-10 00:00:00+05:30,3342.9900732272904,3357.4278197859026,3323.658917073972,3335.335205078125,1096701,0.0,0.0
2023-08-11 00:00:00+05:30,3331.458838826398,3359.123100037925,3308.10626587245,3341.826904296875,1679974,0.0,0.0
2023-08-14 00:00:00+05:30,3333.978880793122,3347.8353813493654,3305.200140602803,3342.84521484375,1190425,0.0,0.0
2023-08-16 00:00:00+05:30,3342.990035159809,3358.4937570619995,3328.6490450866786,3351.12939453125,1328445,0.0,0.0
2023-08-17 00:00:00+05:30,3347.835044858064,3353.4551915233856,3307.3315229062337,3329.18212890625,1843241,0.0,0.0
2023-08-18 00:00:00+05:30,3304.230388230785,3304.230388230785,3252.389823488748,3262.6611328125,2526749,0.0,0.0
2023-08-21 00:00:00+05:30,3270.316356134051,3303.988502319431,3267.4094082619317,3296.1396484375,1375579,0.0,0.0
2023-08-22 00:00:00+05:30,3294.540818690959,3305.1996272220176,3260.6749243536065,3277.244384765625,1222012,0.0,0.0
2023-08-23 00:00:00+05:30,3282.913142909034,3296.478899697914,3271.285351375708,3292.84521484375,1330046,0.0,0.0
2023-08-24 00:00:00+05:30,3302.2925510571176,3307.1859602788286,3273.3200672580856,3282.670654296875,1152881,0.0,0.0
2023-08-25 00:00:00+05:30,3270.3165044561997,3280.7815645840665,3246.334183423521,3276.421142578125,1158046,0.0,0.0
2023-08-28 00:00:00+05:30,3288.727047450962,3288.727047450962,3255.878630908877,3270.849365234375,1037485,0.0,0.0
2023-08-29 00:00:00+05:30,3276.1788209663905,3284.4151734533543,3260.6266021921065,3271.4306640625,944517,0.0,0.0
2023-08-30 00:00:00+05:30,3292.602858985793,3302.389677825994,3278.116616498973,3285.771484375,1188200,0.0,0.0
2023-08-31 00:00:00+05:30,3295.510140076118,3311.401361619807,3239.9388879854014,3252.68115234375,3417652,0.0,0.0
2023-09-01 00:00:00+05:30,3261.595220010862,3283.8818183650656,3252.680627982781,3274.3857421875,1277950,0.0,0.0
2023-09-04 00:00:00+05:30,3273.223486692354,3326.3722812144993,3265.5201217149,3312.46728515625,1828332,0.0,0.0
2023-09-05 00:00:00+05:30,3313.9203870995852,3340.0829164714237,3299.53090131787,3322.98046875,1501842,0.0,0.0
2023-09-06 00:00:00+05:30,3327.4861067117854,3337.0789394161043,3292.6997274802366,3323.51318359375,1314818,0.0,0.0
2023-09-07 00:00:00+05:30,3324.3855710410835,3352.679815814702,3316.1492188924058,3348.0771484375,1885092,0.0,0.0
2023-09-08 00:00:00+05:30,3348.077370694272,3357.5249517272705,3328.503968072845,3335.141357421875,1518917,0.0,0.0
2023-09-11 00:00:00+05:30,3354.6180208633923,3377.5828629473767,3338.1453153883267,3372.689453125,1783604,0.0,0.0
2023-09-12 00:00:00+05:30,3383.687684909692,3478.550999318171,3374.9668403609558,3469.7333984375,4476016,0.0,0.0
2023-09-13 00:00:00+05:30,3460.334008040141,3477.5334499384576,3435.0434664525874,3457.184814453125,1754929,0.0,0.0
