Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,MA_5,MA_10,MA_20,MA_50,EMA_12,EMA_26,MACD,MACD_signal,MACD_histogram,RSI,BB_middle,BB_upper,BB_lower,BB_width,BB_position,Stoch_K,Stoch_D,Williams_R,Volume_MA,Volume_ratio,Volume_rate_of_change,High_Low_Pct,Price_Change,Price_Range,Open_Close_ratio,High_Close_ratio,Low_Close_ratio,Volatility,Volatility_MA,Momentum,ROC,True_Range,ATR,Close_lag_1,Volume_lag_1,High_lag_1,Low_lag_1,Close_lag_2,Volume_lag_2,High_lag_2,Low_lag_2,Close_lag_3,Volume_lag_3,High_lag_3,Low_lag_3,Close_lag_5,Volume_lag_5,High_lag_5,Low_lag_5,Target
2024-08-06 00:00:00+05:30,1450.2280198935075,1472.5023973081068,1446.415884855267,1451.125,10236186.0,0.0,0.0,1455.49755859375,1456.0432373046874,1465.3345703125,1484.3603875860917,1457.1360359169316,1478.2222117071685,5.599742856352577,5.599742856352577,0.0,0.0,1465.3345703125,1498.2182149934297,1432.4509256315705,65.76728936185918,0.5,50.0,50.0,-50.0,10236186.0,1.0,0.0,0.017976750764296508,0.0,26.08651245283977,0.9993818726115996,1.0147316029343487,0.9967548521700522,0.0018611386372159478,0.0009305693186079739,47.550048828125,0.0,26.08651245283977,19.36283115888838,1451.125,10236186.0,1472.5023973081068,1446.415884855267,1451.125,10236186.0,1472.5023973081068,1446.415884855267,1451.125,10236186.0,1472.5023973081068,1446.415884855267,1451.125,10236186.0,1472.5023973081068,1446.415884855267,1459.8701171875
2024-08-07 00:00:00+05:30,1464.0310437317278,1467.5192048297954,1456.5564128072976,1459.8701171875,8174568.0,0.0,0.0,1455.49755859375,1456.0432373046874,1465.3345703125,1484.3603875860917,1457.1360359169316,1478.2222117071685,5.599742856352577,5.599742856352577,0.0,0.0,1465.3345703125,1498.2182149934297,1432.4509256315705,65.76728936185918,0.5,50.0,50.0,-50.0,9205377.0,0.8880209903407541,0.0,0.007509429704347961,0.006026439615815393,10.962792022497752,1.002850203244275,1.005239567241113,0.997730137536765,0.0042613363187543165,0.0021306681593771582,47.550048828125,0.0,16.3942048297954,19.36283115888838,1451.125,10236186.0,1472.5023973081068,1446.415884855267,1451.125,10236186.0,1472.5023973081068,1446.415884855267,1451.125,10236186.0,1472.5023973081068,1446.415884855267,1451.125,10236186.0,1472.5023973081068,1446.415884855267,1444.223388671875
2024-08-08 00:00:00+05:30,1452.5950003162839,1460.0446920757677,1441.0342612156307,1444.223388671875,12387192.0,0.0,0.0,1451.739501953125,1456.0432373046874,1465.3345703125,1484.3603875860917,1457.1360359169316,1478.2222117071685,5.599742856352577,5.599742856352577,0.0,0.0,1465.3345703125,1498.2182149934297,1432.4509256315705,65.76728936185918,0.5,50.0,50.0,-50.0,10265982.0,1.2066251431183106,0.0,0.013163081978349027,-0.010717890811936748,19.01043086013692,1.0057966182448461,1.0109548865694815,0.9977918045911325,0.008480996004532854,0.00424744410776239,47.550048828125,0.0,19.01043086013692,19.36283115888838,1459.8701171875,8174568.0,1467.5192048297954,1456.5564128072976,1451.125,10236186.0,1472.5023973081068,1446.415884855267,1451.125,10236186.0,1472.5023973081068,1446.415884855267,1451.125,10236186.0,1472.5023973081068,1446.415884855267,1469.313232421875
2024-08-09 00:00:00+05:30,1455.0615534748763,1471.505742264147,1451.075083465356,1469.313232421875,6249776.0,0.0,0.0,1456.1329345703125,1456.0432373046874,1465.3345703125,1484.3603875860917,1457.1360359169316,1478.2222117071685,5.599742856352577,5.599742856352577,0.0,0.0,1465.3345703125,1498.2182149934297,1432.4509256315705,65.76728936185918,0.5,50.0,50.0,-50.0,9261930.5,0.6747811376904631,0.0,0.01390490356172391,0.01737255049793429,20.430658798791,0.990300448786194,1.0014922004334352,0.9875872968717113,0.011730218793460109,0.00611813777918682,47.550048828125,0.0,27.282353592272102,19.36283115888838,1444.223388671875,12387192.0,1460.0446920757677,1441.0342612156307,1459.8701171875,8174568.0,1467.5192048297954,1456.5564128072976,1451.125,10236186.0,1472.5023973081068,1446.415884855267,1451.125,10236186.0,1472.5023973081068,1446.415884855267,1455.6844482421875
2024-08-12 00:00:00+05:30,1465.027737383665,1468.0175899089377,1452.8191729054677,1455.6844482421875,8184584.0,0.0,0.0,1456.0432373046874,1456.0432373046874,1465.3345703125,1484.3603875860917,1457.1360359169316,1478.2222117071685,5.599742856352577,5.599742856352577,0.0,0.0,1465.3345703125,1498.2182149934297,1432.4509256315705,65.76728936185918,0.5,50.0,50.0,-50.0,9046461.2,0.9047276961736155,0.0,0.010440735986307246,-0.009275615218698574,15.198417003470013,1.006418485237484,1.0084724005134789,0.9980316645271715,0.011583546974267294,0.007211219618202915,47.550048828125,0.0,16.494059516407333,19.36283115888838,1469.313232421875,6249776.0,1471.505742264147,1451.075083465356,1444.223388671875,12387192.0,1460.0446920757677,1441.0342612156307,1459.8701171875,8174568.0,1467.5192048297954,1456.5564128072976,1451.125,10236186.0,1472.5023973081068,1446.415884855267,1458.67431640625
2024-08-13 00:00:00+05:30,1455.809041038811,1465.1024507415398,1453.0683428612606,1458.67431640625,6265064.0,0.0,0.0,1457.5531005859375,1456.4817504882812,1465.3345703125,1484.3603875860917,1457.1360359169316,1478.2222117071685,5.599742856352577,5.599742856352577,0.0,0.0,1465.3345703125,1498.2182149934297,1432.4509256315705,65.76728936185918,0.5,50.0,50.0,-50.0,8582895.0,0.7299476458700707,0.0,0.00825003069220258,0.0020539260192502518,12.03410788027918,0.9980356990349305,1.004406833151849,0.9961568024596464,0.010375787122301132,0.007738647535552617,47.550048828125,0.0,12.03410788027918,19.36283115888838,1455.6844482421875,8184584.0,1468.0175899089377,1452.8191729054677,1469.313232421875,6249776.0,1471.505742264147,1451.075083465356,1444.223388671875,12387192.0,1460.0446920757677,1441.0342612156307,1451.125,10236186.0,1472.5023973081068,1446.415884855267,1456.9052734375
2024-08-14 00:00:00+05:30,1458.5995961882188,1467.020965431434,1448.782816450946,1456.9052734375,6267466.0,0.0,0.0,1456.9601318359375,1456.5422537667412,1465.3345703125,1484.3603875860917,1457.0845420770227,1478.2222117071685,5.599742856352577,5.599742856352577,0.0,54.25838060670593,1465.3345703125,1498.2182149934297,1432.4509256315705,65.76728936185918,0.5,50.43518362583917,50.14506120861305,-49.56481637416083,8315709.277080357,0.7594977331884055,0.0,0.012518417849813864,-0.0012127744684696795,18.23814898048795,1.0011629601331054,1.0069432736488533,0.9944248557990394,0.00950567257776525,0.007991079684440136,47.550048828125,0.0,18.23814898048795,19.36283115888838,1458.67431640625,6265064.0,1465.1024507415398,1453.0683428612606,1455.6844482421875,8184584.0,1468.0175899089377,1452.8191729054677,1469.313232421875,6249776.0,1471.505742264147,1451.075083465356,1459.8701171875,8174568.0,1467.5192048297954,1456.5564128072976,1473.199951171875
2024-08-16 00:00:00+05:30,1463.682326968092,1475.392582683191,1453.1182057182932,1473.199951171875,9416902.0,0.0,0.0,1462.7554443359375,1458.6244659423828,1465.3345703125,1484.3603875860917,1460.4475795666074,1478.2222117071685,5.599742856352577,5.599742856352577,0.0,63.11423814165042,1465.3345703125,1498.2182149934297,1432.4509256315705,65.76728936185918,0.5,93.61833926204402,64.6845076292944,-6.381660737955984,8397717.25,1.1213644993822578,0.0,0.01511972420795925,0.011184445572036683,22.274376964897783,0.9935394891941096,1.0014883461743072,0.9863686219663478,0.009562203719018406,0.00818747018876242,47.550048828125,0.0,22.274376964897783,19.726774384639555,1456.9052734375,6267466.0,1467.020965431434,1448.782816450946,1458.67431640625,6265064.0,1465.1024507415398,1453.0683428612606,1455.6844482421875,8184584.0,1468.0175899089377,1452.8191729054677,1444.223388671875,12387192.0,1460.0446920757677,1441.0342612156307,1488.4000244140625
2024-08-19 00:00:00+05:30,1482.5,1498.300048828125,1480.5,1488.4000244140625,13797742.0,2.816250000000231,0.0,1466.572802734375,1461.932861328125,1465.3345703125,1484.3603875860917,1465.9775680680793,1478.2222117071685,5.599742856352577,5.599742856352577,0.0,68.75677986611646,1465.3345703125,1498.2182149934297,1432.4509256315705,65.76728936185918,0.5,82.71214834055209,75.5885570761451,-17.287851659447906,8997720.0,1.5334709237451265,0.0,0.011959183375539337,0.01031772586613,17.800048828125,0.9960359954869087,1.0066514540793292,0.9946922707037898,0.009371523656296562,0.008319031685155102,47.550048828125,0.0,25.10009765625,20.323810303707383,1473.199951171875,9416902.0,1475.392582683191,1453.1182057182932,1456.9052734375,6267466.0,1467.020965431434,1448.782816450946,1458.67431640625,6265064.0,1465.1024507415398,1453.0683428612606,1469.313232421875,6249776.0,1471.505742264147,1451.075083465356,1495.949951171875
2024-08-20 00:00:00+05:30,1497.2249755859375,1503.925048828125,1490.0250244140625,1495.949951171875,8411808.0,0.0,0.0,1474.6259033203125,1465.3345703125,1465.3345703125,1484.3603875860917,1471.6573230176498,1478.2222117071685,5.599742856352577,5.599742856352577,0.0,70.96307544757033,1465.3345703125,1498.2182149934297,1432.4509256315705,65.76728936185918,0.9655107600820457,87.31913216703678,87.88320658987764,-12.68086783296322,8939128.8,0.9410098218967378,0.0,0.009291771026947596,0.005072511847602712,13.9000244140625,1.0008523175612016,1.0053311259845308,0.9960393549575832,0.008863191277813508,0.008373447644420943,47.550048828125,0.0,15.5250244140625,19.843931714742894,1488.4000244140625,13797742.0,1498.300048828125,1480.5,1473.199951171875,9416902.0,1475.392582683191,1453.1182057182932,1456.9052734375,6267466.0,1467.020965431434,1448.782816450946,1455.6844482421875,8184584.0,1468.0175899089377,1452.8191729054677,1498.675048828125
