Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,MA_5,MA_10,MA_20,MA_50,MA_200,EMA_12,EMA_26,MACD,MACD_signal,MACD_histogram,RSI,BB_middle,BB_upper,BB_lower,BB_width,BB_position,Stoch_K,Stoch_D,Williams_R,Volume_MA,Volume_ratio,Volume_rate_of_change,High_Low_Pct,Price_Change,Price_Range,Open_Close_ratio,High_Close_ratio,Low_Close_ratio,Volatility,Volatility_MA,Momentum,ROC,True_Range,ATR,CCI,Close_lag_1,Volume_lag_1,High_lag_1,Low_lag_1,Close_lag_2,Volume_lag_2,High_lag_2,Low_lag_2,Close_lag_3,Volume_lag_3,High_lag_3,Low_lag_3,Close_lag_5,Volume_lag_5,High_lag_5,Low_lag_5,Close_lag_10,Volume_lag_10,High_lag_10,Low_lag_10,Target
2024-05-27 00:00:00+05:30,3781.0330088807773,3833.359462905497,3767.6450111298777,3773.235595703125,1841538,0.0,0.0,3774.598876953125,3788.0962158203124,3790.3954345703123,3834.2327294921874,3616.990224609375,3787.118204231573,3798.414166030005,-11.295961798432018,-11.323080174952443,0.027118376520425258,45.53024866679584,3790.3954345703123,3884.106463218394,3696.684405922231,187.42205729616308,0.4084427995576238,24.80320614008475,38.817523807703935,-75.19679385991526,1825235.7,1.0089316135992739,0.10107630005339341,0.01741594186444475,-0.0006364041677295873,65.71445177561918,1.0020665057826053,1.0159342998011678,0.9985183579367232,0.011631964376234037,0.012457798510684404,-18.392822265625,-0.48509031577198547,65.71445177561918,61.20834449003684,4.019302827557107,3775.638427734375,1309452.0,3809.2803506928462,3770.538249667906,3818.7451171875,2095742.0,3830.073551639933,3752.0989428421417,3758.474365234375,1311168.0,3767.5468829479496,3744.301669237929,3760.5341796875,2765804.0,3844.7858973181783,3756.5127517164856,3791.62841796875,1672489.0,3869.23532442329,3783.011001772584,3766.22265625
2024-05-28 00:00:00+05:30,3783.975462210306,3795.7452148143816,3756.5127061341295,3766.22265625,1801993,0.0,0.0,3778.463232421875,3780.307177734375,3792.657373046875,3829.275615234375,3619.2447119140625,3783.9035045421006,3796.0296092937233,-12.126104751622734,-11.483685090286501,-0.6424196613362323,38.03164475279325,3792.657373046875,3881.3643159330177,3703.950430160732,177.41388577228554,0.3509997304787945,20.515212849716775,23.92129996041893,-79.48478715028322,1813376.45,0.9937225113957998,0.9348681342515939,0.01041693820601557,-0.0018586010004546516,39.23250868025207,1.0047136899702,1.0078387714320047,0.9974218332259892,0.010496366216683638,0.012223614169843721,-77.890380859375,-2.0262250383236813,39.23250868025207,58.82900294902216,-41.7270690156688,3773.235595703125,1841538.0,3833.359462905497,3767.6450111298777,3775.638427734375,1309452.0,3809.2803506928462,3770.538249667906,3818.7451171875,2095742.0,3830.073551639933,3752.0989428421417,3746.90087890625,1908117.0,3770.9798801907446,3736.94572511883,3844.113037109375,931326.0,3851.1238851320786,3768.356368005346,3730.66796875
2024-05-29 00:00:00+05:30,3775.0497414998836,3775.0497414998836,3727.0880983327716,3730.66796875,1568095,0.0,0.0,3772.901953125,3773.5003173828127,3790.763232421875,3822.2461328125,3621.1731701660156,3775.7134221125466,3791.1880054326753,-15.474583320128659,-12.281864736254935,-3.1927185838737238,35.400241062444024,3790.763232421875,3883.1778373907187,3698.348627453031,184.82920993768766,0.1748605715939866,2.518424393979247,15.945614461260249,-97.48157560602075,1836246.55,0.8539675676994465,0.48168743391630287,0.012856047112437635,-0.009440410391296838,47.961643167112015,1.0118964681718257,1.0118964681718257,0.999040421059388,0.010275219754699904,0.011933378707223614,-68.068603515625,-1.7918748041806931,47.961643167112015,59.07628734668693,-102.55954607646622,3766.22265625,1801993.0,3795.7452148143816,3756.5127061341295,3773.235595703125,1841538.0,3833.359462905497,3767.6450111298777,3775.638427734375,1309452.0,3809.2803506928462,3770.538249667906,3758.474365234375,1311168.0,3767.5468829479496,3744.301669237929,3798.736572265625,1058317.0,3842.1652670810554,3790.654520735424,3664.41455078125
2024-05-30 00:00:00+05:30,3704.529695813898,3721.595741600682,3644.160624153166,3664.41455078125,2919230,0.0,0.0,3742.03583984375,3762.093505859375,3787.9688354492187,3814.733857421875,3622.825593261719,3758.5905188308084,3781.797377621662,-23.206858790853403,-14.466863547174631,-8.739995243678772,32.09967303132865,3787.9688354492187,3892.0035273641806,3683.9341435342567,208.06938382992394,-0.09381290218536918,8.998757569720789,10.677464937805595,-91.0012424302792,1872054.15,1.5593726281902691,1.618094188360578,0.02113164773647317,-0.01775913014069408,77.43511744751595,1.0109472180280736,1.0156044546890146,0.9944728069525415,0.011440748611536898,0.011826375241819322,-114.068115234375,-3.0188868209010122,86.50734459683417,60.60232657248486,-220.3680644064957,3730.66796875,1568095.0,3775.0497414998836,3727.0880983327716,3766.22265625,1801993.0,3795.7452148143816,3756.5127061341295,3773.235595703125,1841538.0,3833.359462905497,3767.6450111298777,3818.7451171875,2095742.0,3830.073551639933,3752.0989428421417,3778.482666015625,1115021.0,3823.810095410986,3773.7114577543716,3600.51416015625
2024-05-31 00:00:00+05:30,3668.23932172806,3677.851333617414,3583.644230418155,3600.51416015625,10956800,0.0,0.0,3707.010986328125,3739.5347900390625,3779.9029296875,3804.802353515625,3624.355701904297,3734.2710790347223,3768.3689891029885,-34.097910068266174,-18.39307285139294,-15.704837216873234,32.139164131755166,3779.9029296875,3913.331593956663,3646.4742654183374,266.8573285383254,-0.17222725534212452,6.306995482006942,5.941392481902317,-93.69300451799306,2295341.95,4.77349355288871,3.2151281892468218,0.026164902846867528,-0.017438089970300052,94.20710319925911,1.0188098584144636,1.0214794804355964,0.9953145775887289,0.01081503470789218,0.011643842467038461,-225.587158203125,-5.896005866876952,94.20710319925911,61.17252518309582,-263.59888612062156,3664.41455078125,2919230.0,3721.595741600682,3644.160624153166,3730.66796875,1568095.0,3775.0497414998836,3727.0880983327716,3766.22265625,1801993.0,3795.7452148143816,3756.5127061341295,3775.638427734375,1309452.0,3809.2803506928462,3770.538249667906,3826.101318359375,2599399.0,3834.487314976301,3769.7536756903473,3631.802490234375
2024-06-03 00:00:00+05:30,3661.1777834219824,3679.568021993886,3625.0838272936135,3631.802490234375,2156773,0.0,0.0,3678.724365234375,3726.66162109375,3774.3703369140626,3795.2697412109374,3625.8310131835938,3718.506680757746,3758.2529507269687,-39.746269969222794,-22.663712274958915,-17.08255769426388,29.33970610735264,3774.3703369140626,3922.68322963464,3626.057444193485,296.62578544115513,0.019367992679212583,18.441430809529553,11.249061287085752,-81.55856919047044,2255068.9,0.9564111322718344,-0.22020034680693212,0.01500197074229009,0.008689961679464009,54.48419470027238,1.0080883509680374,1.0131520180097757,0.9981500472674857,0.01094455666044328,0.011350598218525458,-128.731689453125,-3.4232288101107677,79.05386183763585,60.907264091017495,-185.94989435397852,3600.51416015625,10956800.0,3677.851333617414,3583.644230418155,3664.41455078125,2919230.0,3721.595741600682,3644.160624153166,3730.66796875,1568095.0,3775.0497414998836,3727.0880983327716,3773.235595703125,1841538.0,3833.359462905497,3767.6450111298777,3760.5341796875,2765804.0,3844.7858973181783,3756.5127517164856,3643.718994140625
2024-06-04 00:00:00+05:30,3629.0068043930855,3673.143373635704,3522.588631885883,3643.718994140625,3395997,0.0,0.0,3654.2236328125,3716.3434326171873,3765.6530029296873,3787.2753955078124,3627.169688720703,3707.0008828166506,3749.768952837936,-42.76807002128544,-26.684583824224227,-16.083486197061212,33.86420306516915,3765.6530029296873,3923.350277787499,3607.9557280718755,315.3945497156237,0.1133921499309217,37.59509320857216,20.781173166702875,-62.40490679142785,2322177.2,1.4624194053752657,0.7797635050680853,0.04131897711978459,0.0032811541757273854,150.554741749821,0.9959623149394348,1.0080753701211305,0.966756393001346,0.011146432462278743,0.01125950902175354,-103.181884765625,-2.75379275033677,150.554741749821,67.84270876072249,-182.1754828630079,3631.802490234375,2156773.0,3679.568021993886,3625.0838272936135,3600.51416015625,10956800.0,3677.851333617414,3583.644230418155,3664.41455078125,2919230.0,3721.595741600682,3644.160624153166,3766.22265625,1801993.0,3795.7452148143816,3756.5127061341295,3746.90087890625,1908117.0,3770.9798801907446,3736.94572511883,3674.565673828125
2024-06-05 00:00:00+05:30,3644.6999751522585,3711.1991237742145,3629.0069720299666,3674.565673828125,2799670,0.0,0.0,3643.003173828125,3707.9525634765623,3755.6590576171875,3783.309951171875,3628.7277624511717,3702.0108506645697,3744.198338906234,-42.18748824166414,-29.785164707712216,-12.402323533951925,39.41665332281739,3755.6590576171875,3909.616509203303,3601.701606031072,307.9149031722309,0.23663702875822396,47.168942212570585,34.40182207689076,-52.831057787429415,2359055.1,1.186776010445877,1.1352488773368479,0.022367854881369137,0.008465713118136708,82.1921517442479,0.9918723187100497,1.0099694639306651,0.987601609049296,0.011579712555467308,0.01134049995087603,-83.90869140625,-2.232519986896797,82.1921517442479,70.13510262412488,-98.56606714156969,3643.718994140625,3395997.0,3673.143373635704,3522.588631885883,3631.802490234375,2156773.0,3679.568021993886,3625.0838272936135,3600.51416015625,10956800.0,3677.851333617414,3583.644230418155,3730.66796875,1568095.0,3775.0497414998836,3727.0880983327716,3758.474365234375,1311168.0,3767.5468829479496,3744.301669237929,3756.905029296875
2024-06-06 00:00:00+05:30,3708.4529756487823,3766.2227503412187,3669.7108723591427,3756.905029296875,4328036,0.0,0.0,3661.50126953125,3701.7685546875,3749.8794555664062,3781.1159326171874,3630.736776123047,3710.4561089156937,3745.1395753365555,-34.683466420861805,-30.764825050342136,-3.918641370519669,43.41823299104095,3749.8794555664062,3893.7149723773296,3606.043938755483,287.6710336218466,0.5244222494076484,72.72451462199948,52.496183347714066,-27.275485378000536,2513072.65,1.7222088665045159,1.0651568752260534,0.025689198217538827,0.02240791505107853,96.51187798207593,0.9871031997694227,1.0024801587933905,0.9767909605758517,0.012804862129111026,0.011386265126987035,-61.840087890625,-1.6193824409043045,96.51187798207593,72.40497681670503,-24.99723436024017,3674.565673828125,2799670.0,3711.1991237742145,3629.0069720299666,3643.718994140625,3395997.0,3673.143373635704,3522.588631885883,3631.802490234375,2156773.0,3679.568021993886,3625.0838272936135,3664.41455078125,2919230.0,3721.595741600682,3644.160624153166,3818.7451171875,2095742.0,3830.073551639933,3752.0989428421417,3819.235595703125
2024-06-07 00:00:00+05:30,3763.672651587923,3839.881751093866,3763.672651587923,3819.235595703125,4552445,0.0,0.0,3705.245556640625,3706.128271484375,3748.031884765625,3780.128603515625,3633.156278076172,3727.1914145752985,3750.6281700051923,-23.436755429893765,-29.299211126252462,5.862455696358698,55.61811378525735,3748.031884765625,3886.9842225460484,3609.0795469852014,277.90467556084695,0.7562163115600771,93.49303399888488,71.1288302778183,-6.506966001115114,2654370.6,1.7150751292980715,2.476603189731277,0.01995401896434011,0.016590934804097346,76.20909950594296,0.9854518154947777,1.0054058344591177,0.9854518154947777,0.013468652635308638,0.011460355010965564,43.59716796875,1.1546965845167234,82.97672179699111,72.02666083065492,69.72760698584472,3756.905029296875,4328036.0,3766.2227503412187,3669.7108723591427,3674.565673828125,2799670.0,3711.1991237742145,3629.0069720299666,3643.718994140625,3395997.0,3673.143373635704,3522.588631885883,3600.51416015625,10956800.0,3677.851333617414,3583.644230418155,3775.638427734375,1309452.0,3809.2803506928462,3770.538249667906,3784.662109375
